수율,형태,생산중량,제품길이,제품두께,품종,완제형태,Billet 규격,Hole수
0.820704,환봉,3100,4000,38,3771,ROD,1600,1
0.725319,환봉,3082,3600,40,3773,ROD,1600,1
0.800082,환봉,3025,3600,40,3773,ROD,1600,1
0.866122,환봉,2352,4000,28,3771,ROD,1600,1
0.850081,환봉,1536,3000,20,3602,ROD,1200,1
0.81065,환봉,1186.613,0,7,2800,Coil,1200,3
0.866878,환봉,819,0,9,2700,Coil,900,3
0.812995,환봉,1560,3000,15,3604,ROD,1600,1
0.839199,환봉,2352,3000,28,3771,ROD,1600,1
0.774172,환봉,567,0,7,2700,Coil,900,3
0.791623,환봉,3087,4000,40,3772,ROD,1600,1
0.778437,환봉,3087,3000,45,3772,ROD,1600,1
0.661439,환봉,924.922,0,6,3604,Coil,1000,3
0.839976,환봉,840,0,7,2700,Coil,900,3
0.568835,육각,2196,3000,16,3604,ROD,1200,1
0.857061,환봉,2340,3000,18,3772,ROD,1600,1
0.882868,환봉,2346,6000,22,3772,ROD,1600,1
0.880049,환봉,2346,3000,24,3772,ROD,1600,1
0.802439,환봉,2323.854,2500,25,3604,ROD,1600,1
0.808267,환봉,782,3000,19,3772,ROD,1600,1
0.850575,환봉,2340,3000,22,3772,ROD,1600,1
0.7875,환봉,2339,2500,14,3604,ROD,1600,1
0.774172,환봉,819,0,7,2700,Coil,900,3
0.713744,환봉,3108,4000,32,3772,ROD,1600,1
0.773522,환봉,2340,3000,16,3772,ROD,1600,1
0.808443,환봉,779,3000,29,3604,ROD,1600,1
0.828149,환봉,2290,3000,26,3771,ROD,1600,1
0.76307,환봉,794,3500,27,3772,ROD,1600,1
0.858205,환봉,2315.325,3500,22,3772,ROD,1600,1
0.802648,환봉,2343,3000,25.4,3772,ROD,1600,1
0.734029,환봉,3100,4000,34,3771,ROD,1600,1
0.793978,환봉,1546,4000,40,3772,ROD,1600,1
0.743957,환봉,2290,4000,34,3771,ROD,1600,1
0.615935,환봉,2320,3000,10.5,3604,ROD,1200,1
0.9106,환봉,1182,0,7,2800,Coil,1200,3
0.759146,환봉,2370,3000,15.8,3604,ROD,1600,1
0.870234,환봉,763,0,9,2700,Coil,900,3
0.890197,환봉,2346,3900,24,3772,ROD,1600,1
0.824644,환봉,2346,6000,22,3772,ROD,1600,1
0.88206,환봉,2346,4000,22,3773,ROD,1600,1
0.773472,환봉,755,0,7,2700,Coil,900,3
0.853519,환봉,2346,4000,28,3773,ROD,1600,1
0.650246,환봉,1212,6000,42,3772,ROD,1600,1
0.71729,환봉,1198.613,0,6,3604,Coil,1200,3
0.850524,환봉,3092,3600,40,3773,ROD,1600,1
0.822466,환봉,2212.211,3000,16,3602,ROD,1200,1
0.883415,환봉,2346,3000,22,3772,ROD,1600,1
0.798645,환봉,1533.236,6000,45,3772,ROD,1600,1
0.862196,환봉,2315.325,3500,22,3772,ROD,1600,1
0.791623,환봉,3087,4000,40,3772,ROD,1600,1
0.841954,환봉,1546,3600,40,3773,ROD,1600,1
0.895536,환봉,1102,0,6.2,3602,Coil,1200,3
0.792422,환봉,3095.1,4000,32,3771,ROD,1600,1
0.803777,환봉,1562,3000,38,3772,ROD,1600,1
0.867303,환봉,1560,6000,20,3772,ROD,1600,1
0.742221,환봉,1565.051,0,12.7,1100,Coil,900,1
0.762666,환봉,3456,4000,50,3772,ROD,1200,1
0.861779,환봉,2315,3770,20,3772,ROD,1600,1
0.793978,환봉,3092,4000,40,3772,ROD,1600,1
0.792826,환봉,2315.325,3000,33,3772,ROD,1600,1
0.883599,환봉,2346,6000,22,3772,ROD,1600,1
0.861576,환봉,2346,3400,27,3772,ROD,1600,1
0.870342,환봉,2315,3770,20,3772,ROD,1600,1
0.86505,환봉,819,0,9,2700,Coil,900,3
0.846634,환봉,3092,4000,38,3772,ROD,1600,1
0.900191,환봉,1117,0,7,2800,Coil,1200,3
0.870342,환봉,2300,3770,20,3772,ROD,1600,1
0.825629,환봉,840,0,7,2700,Coil,900,3
0.868718,환봉,819,0,9,2700,Coil,900,3
0.829708,환봉,1139,0,6,3604,Coil,1200,3
0.526829,육각,2328,3000,26.5,3604,ROD,1200,1
0.640854,환봉,1576,2500,19,3604,ROD,1600,1
0.746489,환봉,1170,2500,8.5,3604,ROD,1200,2
0.759094,환봉,2401,3400,19,3772,ROD,1600,1
0.843616,환봉,2346,5000,24,3773,ROD,1600,1
0.793631,환봉,3092,3000,38.1,3772,ROD,1600,1
0.859539,환봉,819,0,9,2700,Coil,900,3
0.719882,환봉,3100,4000,34,3771,ROD,1600,1
0.793478,환봉,819,0,7,2700,Coil,900,3
0.803571,환봉,2315,4000,20,3772,ROD,1600,1
0.85353,환봉,911,0,7,2800,Coil,1200,3
0.837154,환봉,759,0,7,2700,Coil,900,3
0.843862,환봉,3092,4000,38,3772,ROD,1600,1
0.879862,환봉,2346,4000,20,3773,ROD,1600,1
0.894089,환봉,2315,6000,22,3772,ROD,1600,1
0.885206,환봉,840,0,9,2700,Coil,900,3
0.849711,환봉,2315,3000,19,3772,ROD,1600,1
0.77448,환봉,3092,4000,40,3772,ROD,1600,1
0.849451,환봉,2299.854,4000,22,3772,ROD,1600,1
0.913648,환봉,1116.922,0,7,2800,Coil,1200,3
0.765244,환봉,2370,2500,16.5,3604,ROD,1600,1
0.845528,환봉,2340,3000,22,3607,ROD,1200,1
0.783005,환봉,1564,3000,18,3772,ROD,1600,1
0.812792,환봉,598,0,7,2800,Coil,1200,3
0.763957,환봉,2880,3000,56,3774,ROD,1200,1
0.673757,환봉,2319,3000,80,3774,ROD,1600,1
0.829557,환봉,3411,4000,35,3772,ROD,800,1
0.846584,환봉,819,0,9,2700,Coil,900,3
0.837711,환봉,840,0,9,2700,Coil,900,3
0.868227,환봉,2346,5000,22,3773,ROD,1600,1
0.907381,환봉,2346,3400,20,3772,ROD,1600,1
0.628049,환봉,1562,2500,30,3604,ROD,1600,1
0.645464,환봉,1691,2500,12,3602,ROD,900,1
0.883467,환봉,2315,6000,18,3772,ROD,1600,1
0.77439,환봉,3156,2000,34,3604,ROD,1600,1
0.827922,환봉,2346,3500,27,3772,ROD,1600,1
0.8871,환봉,2315,6000,18,3772,ROD,1600,1
0.642683,환봉,781,2000,60,3604,ROD,1600,1
0.783167,환봉,2315.325,3825,24,3772,ROD,1600,1
0.745074,환봉,1560,6000,38,3772,ROD,1600,1
0.791795,환봉,2321.325,4000,28,3771,ROD,1600,1
0.809113,환봉,3087.1,4000,30,3772,ROD,1600,1
0.791877,환봉,3136,4000,32,3771,ROD,1600,1
0.870826,환봉,751,0,9,2700,Coil,900,3
0.802121,환봉,1564,6000,22,3772,ROD,1600,1
0.794982,환봉,3092,4000,32,3772,ROD,1600,1
0.791877,환봉,3095,4000,32,3771,ROD,1600,1
0.862445,환봉,2346,6000,18,3772,ROD,1600,1
0.633609,육각,1000,2000,16,3604,ROD,1200,1
0.854728,환봉,833,0,7,2720,Coil,900,3
0.874798,환봉,2315.325,3770,20,3772,ROD,1600,1
0.81878,환봉,2370,3000,22,3604,ROD,1600,1
0.847078,환봉,2346,3500,27,3772,ROD,1600,1
0.849839,환봉,1564,5500,22,3772,ROD,1600,1
0.797932,환봉,2364,2500,16,3604,ROD,1600,1
0.780415,환봉,761,3500,36,3772,ROD,1600,1
0.85719,환봉,794,0,7,2720,Coil,900,3
0.816894,환봉,2346,5000,28,3773,ROD,1600,1
0.78215,환봉,3100,4000,34,3771,ROD,1600,1
0.75899,환봉,3092,4000,45,3772,ROD,1600,1
0.627457,환봉,1132,1000,27,6785,ROD,800,1
0.777094,환봉,3087.1,3000,39,3772,ROD,1600,1
0.814901,환봉,2315.325,4000,40,3772,ROD,1600,1
0.547425,육각,1724.325,2500,20,3604,ROD,1200,1
0.642241,환봉,1546,5500,32,3772,ROD,1600,1
0.881605,환봉,409,0,17,2700,Coil,900,1
0.73215,환봉,3100,4000,34,3771,ROD,1600,1
0.624715,환봉,575,2500,9,3604,ROD,1200,1
0.704365,환봉,3087,5500,30,3772,ROD,1600,1
0.807442,환봉,3087.1,4000,40,3772,ROD,1600,1
0.879617,환봉,2370,3000,15,3604,ROD,1600,1
0.875786,환봉,2346,6000,22,3772,ROD,1600,1
0.896673,환봉,2346,3900,20,3772,ROD,1600,1
0.617311,환봉,2299,3000,11.5,3604,ROD,1200,1
0.813821,환봉,2323.854,3000,18.5,3604,ROD,1600,1
0.862951,환봉,763,0,9,2700,Coil,900,3
0.702606,환봉,1751,2800,12,3601,ROD,1200,1
0.653025,환봉,1156,3560,7.9,3775,ROD,1200,2
0.763545,환봉,818.922,0,7,2700,Coil,900,3
0.838558,환봉,2346,3000,25.4,3772,ROD,1600,1
0.838412,환봉,523,0,7,2720,Coil,900,3
0.9106,환봉,1165,0,7,2800,Coil,1200,3
0.768134,환봉,3092,4500,38.9,3772,ROD,1600,1
0.85197,환봉,2346,3500,26,3772,ROD,1600,1
0.856015,환봉,2346,4000,24.2,3773,ROD,1600,1
0.883308,환봉,2370,3000,18,3604,ROD,1600,1
0.835317,환봉,2346,6000,22,3772,ROD,1600,1
0.505747,환봉,3120,4000,60,3772,ROD,1600,1
0.749589,환봉,3092,4500,37,3772,ROD,1600,1
0.756585,환봉,3092,4000,40,3772,ROD,1600,1
0.743957,환봉,3054,4000,34,3771,ROD,1600,1
0.78547,환봉,2984,4000,40,3772,ROD,1600,1
0.880488,환봉,2364,3000,18,3604,ROD,1600,1
0.861807,환봉,2343,4000,26.5,3773,ROD,1600,1
0.796798,환봉,1564,5500,22,3772,ROD,1600,1
0.890197,환봉,2346,3900,24,3772,ROD,1600,1
0.79631,환봉,2340,3825,24,3772,ROD,1600,1
0.804472,환봉,2340,2000,18,3604,ROD,1200,1
0.725799,환봉,3074,4000,38,3771,ROD,1600,1
0.810789,환봉,819,0,7,2700,Coil,900,3
0.559006,환봉,1174,4000,33,3772,ROD,800,1
0.79283,환봉,3082,4000,34,3772,ROD,1600,1
0.848049,환봉,2277.441,2500,18,3604,ROD,1600,1
0.877668,환봉,2346,6000,25,3772,ROD,1600,1
0.772954,환봉,3128,3500,36,3772,ROD,1600,1
0.865882,환봉,2352,3000,26,3771,ROD,1600,1
0.915416,환봉,1705,0,10,3604,Coil,1200,1
0.714978,환봉,3092,4000,32,3772,ROD,1600,1
0.774172,환봉,617,0,7,2700,Coil,900,3
0.621409,육각,3492,2500,22.22,3604,ROD,1200,1
0.830895,환봉,3045.844,4000,40,3772,ROD,1600,1
0.874012,환봉,2346,3900,24,3772,ROD,1600,1
0.843452,환봉,2319,3600,40,3773,ROD,1600,1
0.756852,환봉,3092,4500,38.9,3772,ROD,1600,1
0.848214,환봉,3087.1,3000,34,3772,ROD,1600,1
0.828149,환봉,2321,3000,26,3771,ROD,1600,1
0.698417,환봉,3334,4000,43,3772,ROD,900,1
0.868718,환봉,759,0,9,2700,Coil,900,3
0.794982,환봉,3092,4000,32,3772,ROD,1600,1
0.752463,환봉,3087.1,4500,38.5,3772,ROD,1600,1
0.890244,환봉,790,2500,15,3604,ROD,1600,1
0.775208,환봉,3092,3000,45,3772,ROD,1600,1
0.790051,환봉,1566,3000,26,3771,ROD,1600,1
0.881573,환봉,1638,0,17,2730,Coil,900,1
0.799723,환봉,2315.325,3000,16,3772,ROD,1600,1
0.891884,환봉,1514,0,17,2700,Coil,900,1
0.771429,환봉,1564,3000,22,3772,ROD,1600,1
0.736098,환봉,1580,2500,15,3604,ROD,1600,1
0.868473,환봉,2198,4000,15,3772,ROD,1600,1
0.824018,환봉,3124,4000,40,3772,ROD,1600,1
0.858348,환봉,854,0,7,2720,Coil,900,3
0.83244,환봉,2340,6000,22,3772,ROD,1600,1
0.855366,환봉,2367,4000,14.7,3604,ROD,1600,1
0.863727,환봉,2346.268,3500,25,3772,ROD,1600,1
0.653025,환봉,1188,3560,7.9,3775,ROD,1200,2
0.821551,환봉,1743,0,13,1020,Coil,900,1
0.759268,환봉,2370,3000,21,3604,ROD,1600,1
0.79579,환봉,3066.472,4000,45,3772,ROD,1600,1
0.834847,환봉,3032,4000,40,3772,ROD,800,1
0.809835,환봉,2315.325,3500,28,3772,ROD,1600,1
0.859934,환봉,2346,3500,28,3772,ROD,1600,1
0.846584,환봉,819,0,9,2700,Coil,900,3
0.788266,환봉,3100,4000,32,3771,ROD,1600,1
0.643537,환봉,2346,4000,60,3772,ROD,1600,1
0.757173,환봉,3100,4000,34,3771,ROD,1600,1
0.672579,환봉,1129,0,6,3604,Coil,1200,2
0.75774,환봉,3100,4000,28,3771,ROD,1600,1
0.863189,환봉,2346,5000,24,3773,ROD,1600,1
0.865041,환봉,2340,3000,15,3604,ROD,1200,1
0.753659,육각,2257.844,2500,14,3604,ROD,1200,1
0.855974,환봉,2343,6000,18,3772,ROD,1600,1
0.835455,환봉,819,0,7,2700,Coil,900,3
0.873257,환봉,2346,4000,16,3773,ROD,1600,1
0.786445,환봉,2339,2500,16.5,3604,ROD,1600,1
0.718807,환봉,2299,2500,9,3604,ROD,1200,1
0.784659,환봉,3092,3000,38.1,3772,ROD,1600,1
0.764375,환봉,1129,3000,6,3604,ROD,1200,3
0.633552,환봉,1117,3560,7.9,3772,ROD,1200,3
0.862951,환봉,819,0,9,2700,Coil,900,3
0.859712,환봉,2346,3500,22,3772,ROD,1600,1
0.712014,육각,3448.65,2500,27,3604,ROD,1200,1
0.853252,환봉,2340,2500,23,3604,ROD,1200,1
0.765761,환봉,1341,0,15,2700,Coil,900,1
0.832053,환봉,1121,0,7,2800,Coil,1200,3
0.871724,환봉,1117,0,7,2800,Coil,1200,3
0.838177,환봉,1564,3000,25,3772,ROD,1600,1
0.751886,환봉,3092,3000,44,3772,ROD,1600,1
0.813827,환봉,2315,4000,28,3773,ROD,1600,1
0.726566,환봉,2319,4000,55,3772,ROD,1600,1
0.774172,환봉,840,0,7,2700,Coil,900,3
0.732482,환봉,3087.1,3500,32,3772,ROD,1600,1
0.824621,환봉,2352,4000,28,3771,ROD,1600,1
0.826231,환봉,2352,3000,28,3771,ROD,1600,1
0.791638,환봉,2308,2500,16,3604,ROD,1600,1
0.874546,환봉,2315.325,3825,24,3772,ROD,1600,1
0.761973,환봉,3413,4000,50,3772,ROD,1200,1
0.833079,환봉,2364,3000,18.5,3604,ROD,1600,1
0.862951,환봉,819,0,9,2700,Coil,900,3
0.858433,환봉,2346,3400,25,3772,ROD,1600,1
0.882612,환봉,2343,6000,18,3772,ROD,1600,1
0.884757,환봉,2346,4000,15,3772,ROD,1600,1
0.856048,환봉,3124,3000,40,3772,ROD,1600,1
0.788266,환봉,3100,4000,32,3771,ROD,1600,1
0.85813,환봉,2433,2500,16,3604,ROD,1600,1
0.755077,환봉,2349,3000,26,3771,ROD,1600,1
0.838738,환봉,2346,5000,24,3773,ROD,1600,1
0.821202,환봉,3092,4000,38,3772,ROD,1600,1
0.823594,환봉,912,0,10,1100,Coil,900,3
0.683972,환봉,2258,3000,12.5,3604,ROD,1200,1
0.830751,환봉,3092,4000,40,3772,ROD,1600,1
0.881089,환봉,2315.325,6000,18,3772,ROD,1600,1
0.847821,환봉,2315,3500,22,3772,ROD,1600,1
0.553971,환봉,1133,2500,6,3602,ROD,1200,3
0.855501,환봉,2346,4000,17,3772,ROD,1600,1
0.856556,환봉,2346,6000,22,3772,ROD,1600,1
0.767348,환봉,3120,3000,80,3772,ROD,1600,1
0.748022,환봉,1778,0,12.7,1100,Coil,900,1
0.815315,환봉,2349,4000,28,3771,ROD,1600,1
0.793978,환봉,3092,4000,40,3772,ROD,1600,1
0.822116,환봉,2315,4000,26.98,3772,ROD,1600,1
0.795688,환봉,2346,4000,28,3771,ROD,1600,1
0.794828,환봉,2319,3000,60.4,3772,ROD,1600,1
0.633552,환봉,1158,3560,7.9,3772,ROD,1200,2
0.844797,환봉,3092,3600,40,3772,ROD,1600,1
0.82029,환봉,3411,4000,40,3772,ROD,800,1
0.784072,환봉,3468,3000,50,3772,ROD,1200,1
0.800018,환봉,3100,4000,32,3771,ROD,1600,1
0.800018,환봉,3100,4000,32,3771,ROD,1600,1
0.861274,환봉,2346,4000,28,3773,ROD,1600,1
0.812995,환봉,2339,3000,15,3604,ROD,1600,1
0.835655,환봉,2315.325,4200,28,3772,ROD,1600,1
0.788266,환봉,3100,4000,32,3771,ROD,1600,1
0.716913,환봉,1158,4000,9.5,3772,ROD,1200,1
0.653025,환봉,1180,3560,7.9,3775,ROD,1200,2
0.848358,환봉,1175,0,7,2800,Coil,1200,3
0.843862,환봉,3092,4000,38,3772,ROD,1600,1
0.789634,환봉,3124,3000,33.35,3604,ROD,1600,1
0.814228,환봉,2339,3000,20,3604,ROD,1600,1
0.849138,환봉,3046,3000,38,3772,ROD,1600,1
0.788325,환봉,3095,4000,32,3771,ROD,1600,1
0.868906,환봉,2340,3500,20.5,3772,ROD,1600,1
0.879933,환봉,840,0,9,2700,Coil,900,3
0.673287,육각,2299,2500,17.5,3604,ROD,1200,1
0.901131,환봉,2435,6000,18,3772,ROD,1600,1
0.736829,환봉,1576,3000,30,3604,ROD,1600,1
0.779503,환봉,2340,4000,24.2,3773,ROD,1600,1
0.815696,환봉,2346,4000,26.5,3773,ROD,1600,1
0.774208,환봉,796,0,7,2700,Coil,900,3
0.742971,환봉,387.801,0,7,2700,Coil,900,3
0.758808,환봉,2340,3000,10.5,3604,ROD,1200,1
0.774208,환봉,332,0,7,2700,Coil,900,3
0.684001,환봉,1546,3000,30,3772,ROD,1600,1
0.671808,환봉,1150,2500,8,3604,ROD,1200,3
0.82029,환봉,3411,4000,40,3772,ROD,800,1
0.724695,환봉,780,3000,24,3604,ROD,1600,1
0.881405,환봉,701,0,9,2700,Coil,900,3
0.74664,환봉,306,0,7,2700,Coil,900,3
0.775503,환봉,3087,4000,40,3772,ROD,1600,1
0.827956,환봉,2284,6000,22,3772,ROD,1600,1
0.894274,환봉,409,0,9,2700,Coil,900,3
0.883703,환봉,2316,3000,19,3772,ROD,1200,1
0.757173,환봉,3100,4000,34,3771,ROD,1600,1
0.835105,환봉,772,3825,24,3772,ROD,1600,1
0.846584,환봉,802,0,9,2700,Coil,900,3
0.794181,환봉,3120,3500,32,3772,ROD,1600,1
0.834847,환봉,3032,4000,40,3772,ROD,800,1
0.782759,환봉,2346,3500,27,3772,ROD,1600,1
0.652401,환봉,3087,3000,31.75,3772,ROD,1600,1
0.77069,환봉,1533,3000,24,3772,ROD,1600,1
0.876165,환봉,2316,3900,20,3772,ROD,1200,1
0.759268,환봉,1580,3000,21,3604,ROD,1600,1
0.730941,환봉,2880,4000,48,3772,ROD,1200,1
0.788529,환봉,2315.325,3000,21,3772,ROD,1600,1
0.816957,환봉,819,0,9,2700,Coil,900,3
0.854269,환봉,2346,5000,20,3773,ROD,1600,1
0.840592,환봉,2370,3000,17,3604,ROD,1600,1
0.876361,환봉,2300,5500,22,3772,ROD,1600,1
0.837366,환봉,868,0,11,1100,Coil,900,3
0.755077,환봉,2349,3000,26,3771,ROD,1600,1
0.7842,환봉,2352,4000,28,3771,ROD,1600,1
0.856112,환봉,2315,6000,18,3772,ROD,1600,1
0.879742,환봉,1117,0,7,2800,Coil,1200,3
0.835695,환봉,2352,3000,28,3771,ROD,1600,1
0.827417,환봉,2343,3825,24,3773,ROD,1600,1
0.767838,환봉,3092,4000,32,3772,ROD,1600,1
0.814901,환봉,3087.1,4000,40,3772,ROD,1600,1
0.874819,환봉,2346,3000,22.22,3772,ROD,1600,1
0.881481,환봉,455,0,14,1100,Coil,900,1
0.869692,환봉,1112.294,0,6,3602,Coil,1200,3
0.856572,환봉,2352,4000,18,3771,ROD,1600,1
0.835617,환봉,2346,4000,28,3773,ROD,1600,1
0.820704,환봉,3100,4000,38,3771,ROD,1600,1
0.857534,환봉,1074,0,7,2800,Coil,1200,3
0.876361,환봉,1533,5500,22,3772,ROD,1600,1
0.824005,환봉,1824,0,16.5,1100,Coil,900,1
0.632389,환봉,1546,5500,35,3772,ROD,1600,1
0.805665,환봉,2319,4000,45,3772,ROD,1600,1
0.87117,환봉,819,0,9,2700,Coil,900,3
0.841429,환봉,843,0,7,2700,Coil,900,3
0.732819,환봉,2842,4000,34,3771,ROD,1600,1
0.824018,환봉,3124,4000,40,3772,ROD,1600,1
0.870826,환봉,840,0,9,2700,Coil,900,3
0.775862,환봉,1560,4000,25,3772,ROD,1600,1
0.872101,환봉,1328,0,17,2700,Coil,900,1
0.784065,환봉,1129,0,6,3604,Coil,1200,3
0.827922,환봉,782,3500,27,3772,ROD,1600,1
0.700994,환봉,2340,2500,10,3604,ROD,1200,1
0.816696,환봉,3087,4000,40,3772,ROD,1600,1
0.629878,환봉,1560,2500,36,3604,ROD,1600,1
0.764292,환봉,2000,4000,28,3771,ROD,1600,1
0.827459,환봉,2315.325,4000,26.5,3772,ROD,1600,1
0.807266,환봉,3092,3000,37,3772,ROD,1600,1
0.813368,환봉,3092,4500,35,3772,ROD,1600,1
0.832596,환봉,2352,3200,20,3771,ROD,1600,1
0.530081,육각,583,2500,19,3604,ROD,1200,1
0.60638,환봉,2364,4000,32,3772,ROD,800,1
0.552819,육각,1752,2500,14,3774,ROD,1200,1
0.876437,환봉,2346,6000,22,3772,ROD,1600,1
0.834483,환봉,2316,3000,12.45,3772,ROD,1200,1
0.781562,환봉,3066,3500,36,3772,ROD,1600,1
0.786669,환봉,773,4000,45,3772,ROD,1600,1
0.503968,환봉,1000,1000,25,6785,ROD,800,1
0.815271,환봉,1554,3000,20,3772,ROD,1600,1
0.804187,환봉,2346,4500,26,3772,ROD,1600,1
0.615935,환봉,2320,3000,10.5,3604,ROD,1200,1
0.803264,환봉,1543.55,3400,27,3772,ROD,1600,1
0.737178,환봉,3082,3000,38.1,3772,ROD,1600,1
0.848806,환봉,960,0,7,2800,Coil,1200,3
0.735366,환봉,2370,2500,16,3604,ROD,1600,1
0.743957,환봉,3054,4000,34,3771,ROD,1600,1
0.537398,육각,3504,2500,21,3604,ROD,1200,1
0.875163,환봉,1123,0,6.5,3606,Coil,1200,3
0.78856,환봉,2340,2500,14,3604,ROD,1200,1
0.782114,환봉,1166,2500,50,3604,ROD,1200,1
0.641548,환봉,3087,3500,32,3772,ROD,1600,1
0.750629,환봉,1138,3560,8,3772,ROD,1200,3
0.78363,환봉,1154,2500,19,3602,ROD,1200,1
0.807442,환봉,3087.1,4000,40,3772,ROD,1600,1
0.762808,환봉,1554,4000,18.9,3772,ROD,1600,1
0.856471,환봉,2275,6000,22,3772,ROD,1200,1
0.867779,환봉,2346,3000,19,3772,ROD,1600,1
0.787056,환봉,2352,3000,28,3771,ROD,1600,1
0.697729,환봉,3087,3400,32,3772,ROD,1600,1
0.876064,환봉,2331,5500,17.5,3772,ROD,1600,1
0.819925,환봉,2352,3000,26,3771,ROD,1600,1
0.791325,환봉,3108,3500,32,3772,ROD,1600,1
0.885298,환봉,2346,3400,17,3772,ROD,1600,1
0.876446,환봉,2315,5500,22,3772,ROD,1600,1
0.866749,환봉,2287.477,3400,17,3772,ROD,1600,1
0.859465,환봉,1757,0,14,1100,Coil,900,1
0.857319,환봉,2346,5500,22,3772,ROD,1600,1
0.875616,환봉,2346,3000,22,3772,ROD,1600,1
0.577642,육각,2299,3000,19.05,3604,ROD,1200,1
0.642305,환봉,2430,6000,22,3772,ROD,1600,1
0.819512,환봉,2370,2500,16,3604,ROD,1600,1
0.783644,환봉,3092,4000,30,3773,ROD,1600,1
0.586742,육각,2130,1100,18,3604,ROD,1200,1
0.839369,환봉,3092,3600,40,3773,ROD,1600,1
0.635468,환봉,1596,2500,24,3774,ROD,1600,1
0.689431,환봉,3087,4000,45,3772,ROD,1600,1
0.843862,환봉,3092,4000,38,3772,ROD,1600,1
0.640086,환봉,3128,4000,30,3772,ROD,1600,1
0.879742,환봉,1026,0,7,2800,Coil,1200,3
0.839905,환봉,840,0,9,2700,Coil,900,3
0.815864,환봉,2315,3825,24,3772,ROD,1600,1
0.732816,육각,2370,2000,16,3604,ROD,1600,1
0.874012,환봉,2346,3900,24,3772,ROD,1600,1
0.897783,환봉,2346,3400,20,3772,ROD,1600,1
0.801245,환봉,3456,4000,50,3772,ROD,1200,1
0.928962,환봉,897,0,11.5,1222,Coil,900,3
0.855606,환봉,819,0,9,2700,Coil,900,3
0.86875,환봉,2370,3000,18,3604,ROD,1600,1
0.645041,육각,2340,1260,17,3604,ROD,1200,1
0.723632,환봉,620,0,6,3604,Coil,1200,3
0.843601,환봉,840,0,7,2700,Coil,900,3
0.750966,환봉,777.666,0,7,2700,Coil,900,3
0.760468,환봉,1544,3400,27,3772,ROD,1600,1
0.851325,환봉,2346,6000,22,3772,ROD,1600,1
0.82029,환봉,3411,4000,40,3772,ROD,800,1
0.854728,환봉,833,0,7,2720,Coil,900,3
0.839819,환봉,2346,4000,27,3772,ROD,1600,1
0.670732,환봉,1560,2500,27,3604,ROD,1600,1
0.762462,환봉,857,3000,25,3772,ROD,1600,1
0.619512,환봉,3160,2500,30,3604,ROD,1600,1
0.82649,환봉,3087,4000,40,3772,ROD,1600,1
0.830706,환봉,2346,3500,23,3772,ROD,1600,1
0.849957,환봉,796,0,7,2700,Coil,900,3
0.719882,환봉,3100,4000,34,3771,ROD,1600,1
0.783167,환봉,2315.325,3825,24,3772,ROD,1600,1
0.80057,환봉,3092,3400,30,3772,ROD,1600,1
0.742617,환봉,3413,4000,50,3772,ROD,1200,1
0.834847,환봉,3032,4000,40,3772,ROD,800,1
0.791877,환봉,3136,4000,32,3771,ROD,1600,1
0.829757,환봉,2337,4000,28,3771,ROD,1600,1
0.762533,환봉,3092,3000,45,3772,ROD,1600,1
0.782759,환봉,2346,3500,27,3772,ROD,1600,1
0.820443,환봉,2346,3500,28,3772,ROD,1600,1
0.829757,환봉,2352,4000,28,3771,ROD,1600,1
0.858862,환봉,2299,0,10,3604,Coil,1200,1
0.777236,환봉,2340,3000,17,3604,ROD,1200,1
0.707859,육각,2278.472,2500,12,3604,ROD,1200,1
0.795892,환봉,1546,4000,45,3772,ROD,1600,1
0.811881,환봉,2315,3400,17,3772,ROD,1600,1
0.639024,환봉,1560,2500,14,3604,ROD,1600,1
0.846196,환봉,2346,5500,25,3772,ROD,1600,1
0.80431,환봉,1735.365,0,12.7,1100,Coil,900,1
0.884065,환봉,1198.613,2500,9,3604,ROD,1200,3
0.824467,환봉,819,0,9,2700,Coil,900,3
0.775503,환봉,3087,4000,40,3772,ROD,1600,1
0.861807,환봉,2343,4000,26.5,3773,ROD,1600,1
0.705756,환봉,3095,4000,38,3771,ROD,1600,1
0.843612,환봉,2352,4000,28,3771,ROD,1600,1
0.836515,환봉,2346,3000,24,3772,ROD,1600,1
0.803484,환봉,2258,2500,12,3604,ROD,1200,1
0.810081,환봉,2339,3000,23,3604,ROD,1600,1
0.899721,환봉,1117,0,7,2800,Coil,1200,3
0.839984,환봉,2346,6000,18,3772,ROD,1600,1
0.894015,환봉,2346,3500,22,3772,ROD,1600,1
0.861779,환봉,2315,3770,20,3772,ROD,1600,1
0.782174,환봉,3108,3000,37,3772,ROD,1600,1
0.86407,환봉,2346,3400,25,3772,ROD,1600,1
0.711594,환봉,1118,0,7,2700,Coil,900,3
0.801442,환봉,3087.1,4000,40,3772,ROD,1600,1
0.666872,환봉,2319,6000,62,3772,ROD,1600,1
0.885378,환봉,1168,0,6,3604,Coil,1200,3
0.879742,환봉,1063,0,7,2800,Coil,1200,3
0.800305,환봉,2339.325,2500,16,3604,ROD,1600,1
0.756475,환봉,775,4000,34,3771,ROD,1600,1
0.825053,환봉,1185,0,7,2800,Coil,1200,3
0.878736,환봉,2346,3500,25,3772,ROD,1600,1
0.824467,환봉,819,0,9,2700,Coil,900,3
0.870336,환봉,2346,5500,22,3772,ROD,1600,1
0.851923,환봉,2370,3000,15,3604,ROD,1600,1
