수율,형태,생산중량,제품길이,제품두께,품종,완제형태,Billet 규격,Hole수
0.798194,환봉,2316,6000,22,3772,ROD,1200,1
0.822455,환봉,3087.1,4000,30,3772,ROD,1600,1
0.891536,환봉,1138,0,7,2800,Coil,1200,3
0.888671,환봉,767.352,0,7,2700,Coil,900,3
0.83331,환봉,2300,3825,24,3772,ROD,1600,1
0.794173,환봉,3100,3000,32,3771,ROD,1600,1
0.830895,환봉,3045.844,4000,40,3772,ROD,1600,1
0.82029,환봉,3411,4000,40,3772,ROD,800,1
0.906471,환봉,2281,0,14,3604,Coil,1600,1
0.805115,환봉,868,0,10,1100,Coil,900,3
0.776595,환봉,3100,4000,32,3771,ROD,1600,1
0.704007,환봉,3156,2500,39,3604,ROD,1600,1
0.836125,환봉,2340,3500,25,3772,ROD,1600,1
0.666995,육각,2880,2500,22,3774,ROD,1200,1
0.751463,육각,2370,2000,16,3604,ROD,1600,1
0.87117,환봉,819,0,9,2700,Coil,900,3
0.774172,환봉,809,0,7,2700,Coil,900,3
0.721311,환봉,1743,0,12,1020,Coil,900,1
0.834708,환봉,3092,4000,40,3772,ROD,1600,1
0.890197,환봉,2346,3900,24,3772,ROD,1600,1
0.649322,육각,1149.55,2500,19,3604,ROD,1200,1
0.746392,환봉,2370,2500,16.5,3604,ROD,1600,1
0.765904,환봉,2370,2500,16.5,3604,ROD,1600,1
0.801442,환봉,3087.1,4000,40,3772,ROD,1600,1
0.757389,환봉,3087.1,6000,32,3772,ROD,1600,1
0.874012,환봉,2346,3900,24,3772,ROD,1600,1
0.811881,환봉,2315,3400,17,3772,ROD,1600,1
0.876446,환봉,2315,5500,22,3772,ROD,1600,1
0.848522,환봉,2346,4000,25,3772,ROD,1600,1
0.746392,환봉,2370,2500,16.5,3604,ROD,1600,1
0.776595,환봉,2325,4000,32,3771,ROD,1600,1
0.610256,육각,4672,2500,21,3604,ROD,1200,1
0.701435,환봉,761,3000,36,3772,ROD,1600,1
0.809557,환봉,3411,3000,37,3772,ROD,800,1
0.843616,환봉,2346,5000,24,3773,ROD,1600,1
0.82137,환봉,1693,2500,13,3604,ROD,1200,1
0.742495,환봉,2370,2500,18,3604,ROD,1600,1
0.845238,환봉,2315,4000,20,3773,ROD,1600,1
0.853876,환봉,2370,2500,24,3604,ROD,1200,1
0.830895,환봉,3045.844,4000,40,3772,ROD,1600,1
0.874597,환봉,2346,6000,22,3772,ROD,1600,1
0.889457,환봉,2343,5500,17.5,3772,ROD,1600,1
0.816796,환봉,2316,3000,10.5,3773,ROD,1200,1
0.84338,환봉,790,3000,18,3604,ROD,1600,1
0.784065,환봉,1150,0,6,3604,Coil,1200,3
0.832053,환봉,1117,0,7,2800,Coil,1200,3
0.874384,환봉,2346,3000,22.22,3772,ROD,1600,1
0.774172,환봉,819,0,7,2700,Coil,900,3
0.776459,환봉,2315,3500,26,3772,ROD,1600,1
0.83331,환봉,2300,3825,24,3772,ROD,1600,1
0.820704,환봉,1550,4000,38,3771,ROD,1600,1
0.780446,환봉,3092,3500,36,3772,ROD,1600,1
0.908703,환봉,1117,0,7,2800,Coil,1200,3
0.754918,환봉,2340,2500,12,3604,ROD,1200,1
0.894617,환봉,1621,0,17,2700,Coil,900,1
0.809546,환봉,2339.325,2500,24,3604,ROD,1600,1
0.796957,환봉,683,0,7,2700,Coil,900,3
0.645936,환봉,1562,5500,40,3772,ROD,1600,1
0.804023,환봉,2315,3500,27,3772,ROD,1600,1
0.757747,환봉,2370,2500,16.5,3604,ROD,1600,1
0.730763,환봉,2367,2500,14,3604,ROD,1600,1
0.57561,육각,1160,3000,19.05,3604,ROD,1200,1
0.870342,환봉,761,3770,20,3772,ROD,1600,1
0.897742,환봉,840,0,9,2700,Coil,900,3
0.836034,환봉,1546,3500,42,3772,ROD,1600,1
0.83687,환봉,808,0,7,2720,Coil,900,3
0.844089,환봉,2346,3500,25,3772,ROD,1600,1
0.893842,환봉,2346,4000,18,3772,ROD,1600,1
0.895094,환봉,2346,3770,20,3772,ROD,1600,1
0.754918,환봉,2340,2500,12,3604,ROD,1200,1
0.69976,환봉,2792,4000,54,3772,ROD,1200,1
0.817344,환봉,2340,3000,20,3607,ROD,1200,1
0.828234,환봉,2340,2500,13,3604,ROD,1200,1
0.783189,환봉,2321.325,3000,26,3771,ROD,1600,1
0.723486,환봉,2404.613,6000,25,3772,ROD,1600,1
0.818829,환봉,2885,3000,50.8,3772,ROD,1200,1
0.553835,환봉,773,4000,75,3772,ROD,1600,1
0.814634,환봉,1580,2500,19,3604,ROD,1600,1
0.585391,환봉,1565,0,12.7,1100,Coil,900,1
0.82439,환봉,2308,3000,16,3604,ROD,1600,1
0.818606,환봉,3092,4000,30,3773,ROD,1600,1
0.831363,환봉,2331,4000,25,3772,ROD,1600,1
0.889645,환봉,2343,3770,20,3772,ROD,1600,1
0.850524,환봉,3092,3600,40,3773,ROD,1600,1
0.902927,환봉,1168,0,9,3604,Coil,1200,3
0.840104,환봉,3092,3600,40,3773,ROD,1600,1
0.833724,환봉,558,0,7,2800,Coil,1200,3
0.852459,환봉,1786,0,12,1020,Coil,900,1
0.835789,환봉,1869,0,12.7,1100,Coil,900,1
0.515501,육각,1724,2500,21,3604,ROD,1200,1
0.757398,환봉,2258,3000,13,3604,ROD,1200,1
0.890721,환봉,1168,0,6,3604,Coil,1200,3
0.866771,환봉,2346,4000,21.5,3772,ROD,1600,1
0.689177,환봉,2367,2500,16.5,3604,ROD,1600,1
0.847821,환봉,2315,3500,22,3772,ROD,1600,1
0.778325,환봉,2315,3000,42,3772,ROD,1600,1
0.87715,환봉,2352,4000,28,3771,ROD,1600,1
0.854248,환봉,858,0,9,2700,Coil,900,3
0.776573,환봉,2370,2500,14,3604,ROD,1600,1
0.649631,환봉,1562,5500,38,3772,ROD,1600,1
0.721951,환봉,1580,2500,16,3604,ROD,1600,1
0.870902,환봉,1564,6000,18,3772,ROD,1600,1
0.890203,환봉,819,0,9,2700,Coil,900,3
0.76563,환봉,757,0,7,2700,Coil,900,3
0.550203,환봉,1560,2500,32,3604,ROD,1600,1
0.832195,환봉,585,3000,18,3604,ROD,1200,1
0.73215,환봉,3100,4000,34,3771,ROD,1600,1
0.835695,환봉,2352,3000,28,3771,ROD,1600,1
0.881739,환봉,840,0,9,2700,Coil,900,3
0.830895,환봉,3066.472,4000,40,3772,ROD,1600,1
0.786669,환봉,3092,4000,45,3772,ROD,1600,1
0.737439,환봉,2307,3000,20,3602,ROD,1200,1
0.792892,환봉,2410.613,4000,28,3771,ROD,1600,1
0.834806,환봉,771.775,3500,26,3772,ROD,1600,1
0.90762,환봉,1117,0,7,2800,Coil,1200,3
0.811917,환봉,3092,4000,40,3772,ROD,1600,1
0.828149,환봉,2290,3000,26,3771,ROD,1600,1
0.763547,환봉,3092,3800,32,3772,ROD,1600,1
0.879348,환봉,855,0,9,2700,Coil,900,3
0.834806,환봉,2346.268,3500,26,3772,ROD,1600,1
0.852833,환봉,2346,6000,18,3772,ROD,1600,1
0.827586,환봉,2346,3000,26,3772,ROD,1600,1
0.779967,환봉,2316,3000,9.5,3772,ROD,1200,1
0.763188,환봉,2880,4000,50,3772,ROD,1200,1
0.775503,환봉,3087,4000,40,3772,ROD,1600,1
0.878588,환봉,2331,4000,16,3772,ROD,1600,1
0.822764,환봉,2370,3000,25.5,3604,ROD,1600,1
0.825629,환봉,840,0,7,2700,Coil,900,3
0.757053,환봉,773,3000,44,3772,ROD,1600,1
0.874012,환봉,2346,3900,24,3772,ROD,1600,1
0.778462,환봉,3124,3000,34,3772,ROD,1600,1
0.810122,환봉,2370,3000,23,3604,ROD,1600,1
0.883333,환봉,1448,0,17,2700,Coil,900,1
0.879013,환봉,2315.325,5500,20,3772,ROD,1600,1
0.866146,환봉,2346,3500,23,3772,ROD,1600,1
0.81965,환봉,3092,5000,31,3773,ROD,1600,1
0.864194,환봉,703,0,9,2700,Coil,900,3
0.881666,환봉,1138,0,7,2800,Coil,1200,3
0.758867,환봉,3092,4000,45,3772,ROD,1600,1
0.546883,환봉,1738,2000,48,3604,ROD,1200,1
0.671605,환봉,365,3000,34,4672,ROD,800,1
0.91092,환봉,2346,3000,15,3772,ROD,1600,1
0.856822,환봉,2315.325,3000,22.22,3772,ROD,1600,1
0.601278,환봉,2346,4000,70,3772,ROD,1600,1
0.835244,환봉,868,0,11,1100,Coil,900,3
0.758537,환봉,2364,4000,14.7,3604,ROD,1600,1
0.819947,환봉,3128,4000,40,3772,ROD,1600,1
0.55935,육각,1746,3000,23,3604,ROD,1200,1
0.787829,환봉,1546,4000,32,3772,ROD,1600,1
0.839286,환봉,2346,4000,20,3772,ROD,1600,1
0.834806,환봉,2346.268,3500,26,3772,ROD,1600,1
0.769066,환봉,3475,4000,50,3772,ROD,1200,1
0.825053,환봉,1188,0,7,2800,Coil,1200,3
0.845361,환봉,2315,6000,22,3772,ROD,1600,1
0.77448,환봉,3092,4000,40,3772,ROD,1600,1
0.851262,환봉,858,0,7,2700,Coil,900,3
0.894527,환봉,840,0,9,2700,Coil,900,3
0.828063,환봉,3092,4000,38,3772,ROD,1600,1
0.785241,환봉,3079,4000,34,3771,ROD,1600,1
0.840869,환봉,1118.608,0,6,3604,Coil,1200,3
0.784278,환봉,3046,3500,32,3772,ROD,1600,1
0.776539,환봉,2307,2500,15,3604,ROD,1200,1
0.793863,환봉,761.461,4000,40,3772,ROD,1600,1
0.645709,육각,564,2000,19,3604,ROD,1200,1
0.79631,환봉,2340,3825,24,3772,ROD,1600,1
0.529557,환봉,1128,4000,30,3772,ROD,800,1
0.877463,환봉,2161,3500,23,3772,ROD,1600,1
0.839905,환봉,819,0,9,2700,Coil,900,3
0.773498,환봉,2343,5500,25,3772,ROD,1600,1
0.851016,환봉,2364,2500,18,3604,ROD,1600,1
0.84559,환봉,2373,4000,28,3771,ROD,1600,1
0.853642,환봉,2352,3000,26,3771,ROD,1600,1
0.874384,환봉,2346,3000,22.22,3772,ROD,1600,1
0.835942,환봉,780,0,9,2700,Coil,900,3
0.848803,환봉,2315.325,5500,22,3772,ROD,1600,1
0.848476,환봉,2370,2500,14,3604,ROD,1600,1
0.840104,환봉,3092,3600,40,3773,ROD,1600,1
0.61525,환봉,3128,3000,31.75,3772,ROD,1600,1
0.816502,환봉,2346,3400,22,3772,ROD,1600,1
0.816957,환봉,819,0,9,2700,Coil,900,3
0.873257,환봉,782,4000,16,3773,ROD,1600,1
0.797414,환봉,3046,3000,34,3772,ROD,1600,1
0.883703,환봉,2316,3000,19,3772,ROD,1200,1
0.896673,환봉,2346,3900,20,3772,ROD,1600,1
0.858205,환봉,2299.854,3500,22,3772,ROD,1600,1
0.787195,환봉,1580,2500,20,3604,ROD,1600,1
0.752545,환봉,3092,4500,45.3,3772,ROD,1600,1
0.865372,환봉,1149.55,2500,6,3604,ROD,1200,3
0.633713,환봉,2319,3600,57.15,3772,ROD,1600,1
0.767447,환봉,3092,3400,30,3772,ROD,1600,1
0.848358,환봉,1153,0,7,2800,Coil,1200,3
0.714978,환봉,3092,4000,32,3772,ROD,1600,1
0.834553,환봉,2370,2500,21.5,3604,ROD,1600,1
0.766997,환봉,2370,2500,16.5,3604,ROD,1600,1
0.858067,환봉,2284,3400,22,3772,ROD,1600,1
0.817221,환봉,2340,3825,24,3772,ROD,1600,1
0.751886,환봉,3092,3000,44,3772,ROD,1600,1
0.828818,환봉,2340,3000,26,3772,ROD,1600,1
0.784586,환봉,2324,3657,12.7,3606,ROD,1200,1
0.82131,환봉,3092,4000,40,3772,ROD,1600,1
0.757747,환봉,2370,2500,16.5,3604,ROD,1600,1
0.877839,환봉,2315.325,3770,20,3772,ROD,1600,1
0.664381,환봉,1158,3560,7.9,3772,ROD,1200,2
0.86276,환봉,2316,4000,17.6,3773,ROD,1200,1
0.842424,환봉,2299,3000,13,3604,ROD,1200,1
0.811133,환봉,3092,4000,40,3772,ROD,1600,1
0.764176,환봉,3456,4000,50,3772,ROD,1200,1
0.868207,환봉,1638,0,17,2700,Coil,900,1
0.830542,환봉,2315,3000,26.2,3772,ROD,1600,1
0.867842,환봉,2343,3770,20,3773,ROD,1600,1
0.84636,환봉,833,0,7,2720,Coil,900,3
0.74664,환봉,765,0,7,2700,Coil,900,3
0.832512,환봉,2346,3000,25,3772,ROD,1600,1
0.852306,환봉,818.922,0,9,2700,Coil,900,3
0.779172,환봉,781,3000,24,3772,ROD,1600,1
0.83244,환봉,2340,6000,22,3772,ROD,1600,1
0.780488,환봉,1170,2500,14,3604,ROD,1200,1
0.79631,환봉,2340,3825,24,3772,ROD,1600,1
0.830751,환봉,3092,4000,40,3772,ROD,1600,1
0.81058,환봉,2321,4000,28,3771,ROD,1600,1
0.824018,환봉,3124,4000,40,3772,ROD,1600,1
0.759113,환봉,1544,3000,18,3772,ROD,1600,1
0.59458,육각,3492,3000,26,3604,ROD,1200,1
0.787356,환봉,2319,4000,67,3772,ROD,1600,1
0.822156,환봉,2315,4000,24.5,3772,ROD,1600,1
0.814282,환봉,2321.325,3000,26,3771,ROD,1600,1
0.818966,환봉,2885,3000,50,3772,ROD,1200,1
0.7611,환봉,3095,4000,34,3771,ROD,1600,1
0.699731,환봉,2880,4000,55,3772,ROD,1200,1
0.684838,환봉,1945,4000,32,3772,ROD,700,1
0.818281,환봉,3456,3000,40,3772,ROD,1200,1
0.835617,환봉,2346,4000,28,3773,ROD,1600,1
0.863491,환봉,2262,3000,16,3604,ROD,1600,1
0.866122,환봉,3000,4000,28,3771,ROD,1600,1
0.876438,환봉,819,0,9,2700,Coil,900,3
0.835455,환봉,819,0,7,2700,Coil,900,3
0.710603,육각,3474,3000,22.225,3606,ROD,1200,1
0.814018,환봉,2299.854,3825,24,3772,ROD,1600,1
0.848633,환봉,2258,2500,11,3604,ROD,1200,1
0.852217,환봉,2316,1500,50.8,3772,ROD,1200,1
0.865244,환봉,2283,3000,12.45,3772,ROD,1200,1
0.70158,환봉,2266,3000,20,3602,ROD,1200,1
0.820314,환봉,2315,3500,27,3772,ROD,1600,1
0.882868,환봉,2346,6000,22,3772,ROD,1600,1
0.881351,환봉,856,0,9,2700,Coil,900,3
0.843432,환봉,2346,5000,24,3773,ROD,1600,1
0.820505,환봉,2300,4000,25,3772,ROD,1600,1
0.840476,환봉,2331,3500,25,3772,ROD,1600,1
0.814901,환봉,3087.1,4000,40,3772,ROD,1600,1
0.804048,환봉,856,0,7,2700,Coil,900,3
0.888966,환봉,2346,3900,20,3772,ROD,1600,1
0.762777,환봉,3066,3000,32.5,3772,ROD,1600,1
0.694309,육각,2320,2500,17,3604,ROD,1200,1
0.692045,환봉,1192,3000,44,3772,ROD,1600,1
0.793478,환봉,819,0,7,2700,Coil,900,3
0.774172,환봉,516,0,7,2700,Coil,900,3
0.878595,환봉,840,0,9,2730,Coil,900,3
0.889932,환봉,2346,5500,22,3772,ROD,1600,1
0.820427,환봉,1559.55,3000,16,3604,ROD,1600,1
0.866401,환봉,2253.441,6000,22,3772,ROD,1600,1
0.824018,환봉,3124,4000,40,3772,ROD,1600,1
0.758159,환봉,3092,4500,45.3,3772,ROD,1600,1
0.660427,환봉,3096,2500,19,2803,ROD,800,1
0.863534,환봉,2299.854,3500,22,3772,ROD,1600,1
0.711594,환봉,942,0,7,2700,Coil,900,3
0.816776,환봉,2315.325,3825,24,3772,ROD,1600,1
0.810562,환봉,910,0,10,1100,Coil,900,3
0.780117,환봉,2315,3500,25,3772,ROD,1600,1
0.851396,환봉,2346,4000,22,3772,ROD,1600,1
0.711034,환봉,3087,4000,32,3772,ROD,1600,1
0.777367,환봉,773,4000,31,3772,ROD,1600,1
0.751886,환봉,3092,3000,44,3772,ROD,1600,1
0.569106,환봉,960,2500,12,3604,ROD,1200,1
0.832599,환봉,3092,4000,40,3772,ROD,1600,1
0.626739,육각,2229,2500,10,3604,ROD,1200,1
0.785083,환봉,3092,3800,32,3772,ROD,1600,1
0.866878,환봉,819,0,9,2700,Coil,900,3
0.805115,환봉,868,0,10,1100,Coil,900,3
0.788623,환봉,884,0,9,2700,Coil,900,3
0.854012,환봉,2340,6000,22,3772,ROD,1600,1
0.904865,환봉,1544,6000,19,3772,ROD,1600,1
0.811133,환봉,3032,4000,40,3772,ROD,800,1
0.821789,환봉,585,4000,13,3604,ROD,1200,1
0.792124,환봉,2370,2500,14,3604,ROD,1600,1
0.822602,환봉,1170,3000,20.6,3607,ROD,1200,1
0.808282,환봉,3100,4000,38,3771,ROD,1600,1
0.822735,환봉,3092,4000,40,3772,ROD,1600,1
0.930352,환봉,2370,0,14,3604,Coil,1600,1
0.660568,환봉,740.535,0,7,2700,Coil,900,3
0.683972,환봉,2258,3000,12.5,3604,ROD,1200,1
0.870234,환봉,840,0,9,2700,Coil,900,3
0.683831,환봉,2315,4000,16,3773,ROD,1600,1
0.861908,환봉,3000,3000,16,3602,ROD,1200,1
0.854728,환봉,833,0,7,2720,Coil,900,3
0.82787,환봉,878,0,11,1100,Coil,900,3
0.887521,환봉,2268.912,5500,22,3772,ROD,1600,1
0.838824,환봉,3092,4000,35,3772,ROD,1600,1
0.753079,환봉,1546,3000,35,3772,ROD,1600,1
0.694513,환봉,3087,3500,33,3772,ROD,1600,1
0.760134,환봉,3087,3500,36,3772,ROD,1600,1
0.831559,환봉,2315,4000,26.5,3773,ROD,1600,1
0.565854,육각,1656,3000,13.5,3604,ROD,1200,1
0.734455,환봉,773,3500,36,3772,ROD,1600,1
0.664381,환봉,1138,3560,7.9,3772,ROD,1200,2
0.889442,환봉,2315,6000,22,3772,ROD,1600,1
0.904927,환봉,582,0,6.2,3601,Coil,1200,3
0.836901,환봉,3092,3600,40,3773,ROD,1600,1
0.787106,환봉,2343,5500,24,3772,ROD,1600,1
0.723216,환봉,574.775,2500,11,3604,ROD,1200,1
0.890922,환봉,2346,3400,20,3772,ROD,1600,1
0.835455,환봉,819,0,7,2700,Coil,900,3
0.817492,환봉,3087,4000,40,3772,ROD,1600,1
0.785241,환봉,3100,4000,34,3771,ROD,1600,1
0.711834,육각,3448.65,2500,27,3604,ROD,1200,1
0.868718,환봉,819,0,9,2700,Coil,900,3
0.885206,환봉,840,0,9,2700,Coil,900,3
0.791623,환봉,761,4000,40,3772,ROD,1600,1
0.557724,육각,2340,2500,10,3604,ROD,1200,1
0.69595,환봉,3087,4000,35,3773,ROD,1600,1
0.887603,환봉,2315.325,6000,22,3772,ROD,1600,1
0.896321,환봉,1658,0,17,2700,Coil,900,1
0.698417,환봉,3334,4000,43,3772,ROD,900,1
0.875869,환봉,3468,4000,50,3772,ROD,1200,1
0.76382,환봉,3456,4000,50,3772,ROD,1200,1
0.720751,환봉,3120,4000,35,3772,ROD,1600,1
0.765854,환봉,2370,2500,18,3604,ROD,1600,1
0.77448,환봉,3092,4000,40,3772,ROD,1600,1
0.948823,환봉,1128.922,0,6,3604,Coil,1200,3
0.677073,환봉,1150,2500,7,3604,ROD,1200,3
0.769488,환봉,2340,2500,9.5,3604,ROD,1200,1
0.773522,환봉,2340,3000,16,3772,ROD,1600,1
0.835942,환봉,819,0,9,2700,Coil,900,3
0.883369,환봉,2315.325,3000,13.5,3772,ROD,1600,1
0.885206,환봉,840,0,9,2700,Coil,900,3
0.832053,환봉,1117,0,7,2800,Coil,1200,3
0.902109,환봉,3066,4000,45,3772,ROD,1600,1
0.841429,환봉,874,0,7,2700,Coil,900,3
0.633713,환봉,2319,3600,57.15,3772,ROD,1600,1
0.589427,환봉,1900,3000,19,4627,ROD,1000,1
0.741379,환봉,3092,3500,29,3772,ROD,1600,1
0.726566,환봉,2319,4000,55,3772,ROD,1600,1
0.762582,환봉,3100,4000,34,3771,ROD,1600,1
0.854351,환봉,2346,4000,21.5,3772,ROD,1600,1
0.832204,환봉,578,3500,52,3772,ROD,1200,1
0.64229,환봉,1560,2500,14,3604,ROD,1600,1
0.778041,환봉,3092,4000,45,3772,ROD,1600,1
0.857656,환봉,2346,3200,20,3772,ROD,1600,1
0.880647,환봉,2370,3000,18,3604,ROD,1600,1
0.793551,환봉,3440,4000,50,3772,ROD,1200,1
0.875786,환봉,2346,6000,22,3772,ROD,1600,1
0.886875,환봉,2346,5500,22,3772,ROD,1600,1
0.826834,환봉,2346,3000,22.22,3772,ROD,1600,1
0.655675,육각,2299,2500,17,3604,ROD,1200,1
0.691639,환봉,3108,4000,30,3773,ROD,1600,1
0.742221,환봉,1777.944,0,12.7,1100,Coil,900,1
0.875205,환봉,2299.854,3000,21,3772,ROD,1600,1
0.820704,환봉,3100,4000,38,3771,ROD,1600,1
0.766626,환봉,2436,3000,30,3772,ROD,1600,1
0.607949,육각,585,2500,13,3604,ROD,1200,1
0.774172,환봉,409,0,7,2700,Coil,900,3
0.83331,환봉,2300,3825,24,3772,ROD,1600,1
0.901307,환봉,2346,6000,18,3772,ROD,1600,1
0.903866,환봉,1117,0,7,2800,Coil,1200,3
0.899113,환봉,1168,2500,8,3604,ROD,1200,3
0.816957,환봉,819,0,9,2700,Coil,900,3
0.861274,환봉,2346,4000,28,3773,ROD,1600,1
0.763686,환봉,3032,4500,37,3772,ROD,800,1
0.679675,환봉,1129,3000,6,3604,ROD,1200,3
0.791463,환봉,780,3000,19,3604,ROD,1600,1
0.767488,환봉,1564,4000,23.5,3772,ROD,1600,1
0.642818,육각,3448.65,3000,23,3604,ROD,1200,1
0.826355,환봉,2300,3000,21,3772,ROD,1600,1
0.715038,환봉,3087,3000,30,3772,ROD,1600,1
0.748217,환봉,2287,3000,20,3606,ROD,1200,1
0.617683,환봉,1560,2500,38.1,3604,ROD,1600,1
0.855706,환봉,2331,4000,15,3772,ROD,1600,1
0.837088,환봉,3092,3600,40,3773,ROD,1600,1
0.824621,환봉,2352,4000,28,3771,ROD,1600,1
0.715099,육각,2336,3000,18,3604,ROD,1200,1
0.879013,환봉,2315.325,5500,20,3772,ROD,1600,1
0.810152,환봉,3128,4000,40,3772,ROD,1600,1
0.680371,환봉,3046,4000,45,3772,ROD,1600,1
0.714115,환봉,3087.1,3500,30,3772,ROD,1600,1
0.889234,환봉,2315,3770,20,3772,ROD,1600,1
0.926597,환봉,662.148,0,9,2700,Coil,900,3
0.792022,환봉,2339.325,2500,16.5,3604,ROD,1600,1
0.795892,환봉,3092,4000,45,3772,ROD,1600,1
0.618659,환봉,3071,3600,40,3773,ROD,1600,1
0.811917,환봉,3082,4000,40,3772,ROD,1600,1
0.82202,환봉,2331,3500,27,3772,ROD,1600,1
0.653025,환봉,1193,3560,7.9,3775,ROD,1200,2
0.839976,환봉,840,0,7,2700,Coil,900,3
0.879348,환봉,819,0,9,2700,Coil,900,3
0.733171,환봉,2308,2500,15,3604,ROD,1600,1
0.885213,환봉,2370,4000,14.7,3604,ROD,1600,1
0.799187,환봉,2370,3000,22,3604,ROD,1600,1
0.764176,환봉,3456,4000,50,3772,ROD,1200,1
0.807442,환봉,3087.1,4000,40,3772,ROD,1600,1
0.719212,환봉,2319,4000,32,3772,ROD,1600,1
0.837986,환봉,376,4000,24.5,3772,ROD,800,1
0.776459,환봉,2315,3500,26,3772,ROD,1600,1
0.766768,환봉,2370,2500,14,3604,ROD,1600,1
0.881605,환봉,409,0,9,2700,Coil,900,3
0.680014,환봉,2319,3000,80,3774,ROD,1600,1
0.861954,환봉,2346,6000,22,3772,ROD,1600,1
0.829757,환봉,2352,4000,28,3771,ROD,1600,1
0.800018,환봉,3100,4000,32,3771,ROD,1600,1
0.865882,환봉,2352,3000,26,3771,ROD,1600,1
0.87715,환봉,2352,4000,28,3771,ROD,1600,1
0.793978,환봉,3092,4000,40,3772,ROD,1600,1
0.838506,환봉,2346,3400,25,3772,ROD,1600,1
0.555188,환봉,1150,0,6.5,3604,Coil,1200,3
0.803855,환봉,2895,4000,55,3772,ROD,1200,1
0.824713,환봉,2346,3400,17,3772,ROD,1600,1
0.767734,환봉,2346,3800,19.05,3772,ROD,1600,1
0.661889,환봉,1866,2500,9.5,3601,ROD,1200,1
0.881666,환봉,1117,0,7,2800,Coil,1200,3
0.862196,환봉,2315.325,3500,22,3772,ROD,1600,1
0.821304,환봉,840,0,9,2700,Coil,900,3
0.823638,환봉,3100,4000,38,3771,ROD,1600,1
0.866687,환봉,2346,3000,21,3773,ROD,1600,1
0.88197,환봉,2315.325,3770,20,3772,ROD,1600,1
0.88197,환봉,2315.325,3770,20,3772,ROD,1600,1
0.84491,환봉,2346,3000,24,3772,ROD,1600,1
0.738259,환봉,2880,4500,50,3772,ROD,1200,1
0.716291,환봉,1368,0,14,1100,Coil,900,1
0.556098,육각,1746,3000,24,3604,ROD,1200,1
0.787056,환봉,2352,3000,28,3771,ROD,1600,1
0.766748,환봉,2340,2500,11,3604,ROD,1200,1
0.881326,환봉,2346,4000,17,3772,ROD,1600,1
0.86505,환봉,819,0,9,2700,Coil,900,3
0.859712,환봉,2346,3500,22,3772,ROD,1600,1
0.861484,환봉,2315,3000,13.5,3772,ROD,1600,1
0.84669,환봉,2339,2500,16,3604,ROD,1600,1
0.637631,육각,2340,2000,16,3604,ROD,1200,1
0.858927,환봉,2352,3200,14,3771,ROD,1600,1
0.786484,환봉,2308,2500,15,3604,ROD,1600,1
0.792796,환봉,2331,3400,20,3772,ROD,1600,1
0.879348,환봉,876,0,9,2700,Coil,900,3
0.755077,환봉,2349,3000,26,3771,ROD,1600,1
0.878261,환봉,888.613,0,9,2700,Coil,900,3
0.64532,환봉,1544,3000,14,3772,ROD,1600,1
0.868718,환봉,819,0,9,2700,Coil,900,3
0.80867,환봉,3033,4000,38,3771,ROD,1600,1
0.82131,환봉,3092,4000,40,3772,ROD,1600,1
0.660099,환봉,1544,3000,16,3772,ROD,1600,1
0.909091,환봉,438,0,11.5,1222,Coil,900,3
0.858862,환봉,1841,0,10,3604,Coil,1200,1
0.817221,환봉,2340,3825,24,3772,ROD,1600,1
0.749386,환봉,3095,4000,34,3771,ROD,1600,1
0.795654,환봉,3092,4000,32,3772,ROD,1600,1
0.574553,육각,2370,3000,17,3604,ROD,1600,1
0.84636,환봉,829,0,7,2720,Coil,900,3
0.614122,환봉,2387,5000,22,3773,ROD,1600,1
0.80129,환봉,2644,4000,34,3771,ROD,1600,1
0.862538,환봉,1138,0,7,2800,Coil,1200,3
0.609756,육각,585,2500,19,3604,ROD,1200,1
0.861607,환봉,2346,3500,20.5,3772,ROD,1600,1
0.867779,환봉,2346,3000,19,3772,ROD,1600,1
0.601278,환봉,2346,4000,70,3772,ROD,1600,1
0.874729,환봉,1117,0,7,2800,Coil,1200,3
0.82775,환봉,2343,3500,25,3772,ROD,1600,1
0.793651,환봉,3100,4000,32,3771,ROD,1600,1
0.858279,환봉,2340,3770,20,3772,ROD,1600,1
0.863258,환봉,2315.325,3770,20,3772,ROD,1600,1
0.873703,환봉,858,0,7,2700,Coil,900,3
0.858279,환봉,2340,3770,20,3772,ROD,1600,1
0.563144,육각,1746,3000,24,3604,ROD,1200,1
0.820704,환봉,3100,4000,38,3771,ROD,1600,1
0.868729,환봉,819,0,9,2700,Coil,900,3
0.868729,환봉,819,0,9,2700,Coil,900,3
0.811129,환봉,2346,5500,27,3772,ROD,1600,1
0.719212,환봉,3092,4000,32,3772,ROD,1600,1
0.854183,환봉,2346,6000,22,3772,ROD,1600,1
0.796103,환봉,3092,4000,32,3772,ROD,1600,1
0.905583,환봉,1117,0,7,2800,Coil,1200,3
0.856015,환봉,2346,4000,24.2,3773,ROD,1600,1
0.811133,환봉,3092,4000,40,3772,ROD,1600,1
0.876437,환봉,2346,6000,22,3772,ROD,1600,1
0.854248,환봉,858,0,9,2700,Coil,900,3
0.873535,환봉,2346,3500,22,3772,ROD,1600,1
0.862196,환봉,2315.325,3500,22,3772,ROD,1600,1
0.725187,환봉,3092,5000,30,3773,ROD,1600,1
